time_s,gap_m,fans_on,co2_mean_ppm,co2_spatial_sd_ppm,co2_min_ppm,co2_max_ppm,net_exchange_umol_s,roi_mean_speed_m_s
1570.0,2.0,0,399.20798523745526,0.7651128342953061,395.32208694664564,400.00000000000006,-44.40047791098563,0.13311152754526448
1580.0,2.0,0,399.2131582841785,0.761259415493543,395.2608886004055,400.00000000000006,-44.40047791098563,0.1331000600335437
1589.9999999999998,2.0,0,399.21798486684946,0.75788389853122,395.20255246958993,400.00000000000006,-44.40047791098563,0.13307272468487627
1600.0,2.0,0,399.2225798975951,0.754879579122329,395.1679273514067,400.00000000000006,-44.40047791098563,0.1330155206128613
1610.0,2.0,0,399.22697813809765,0.7522859900702482,395.1524817734819,400.00000000000006,-44.40047791098563,0.13293855326171125
1620.0,2.0,0,399.2312017285139,0.7500537813123633,395.1511043409379,400.0000000000001,-44.40047791098563,0.1328697948792749
1630.0,2.0,0,399.2352991872005,0.7479191195730814,395.1559321295846,400.00000000000006,-44.40047791098563,0.13283040901731366
1640.0,2.0,0,399.23928248775536,0.7457094301099101,395.15911756011883,400.00000000000006,-44.40047791098563,0.13281332966215764
1650.0,2.0,0,399.2431227101468,0.7434215342193747,395.1618196923922,400.00000000000006,-44.40047791098563,0.13280268764767353
1660.0,2.0,0,399.24679280874017,0.7411392001539828,395.1684781172489,400.00000000000006,-44.40047791098563,0.13279798003988083
1670.0,2.0,0,399.25025165104415,0.738962883130982,395.1783397621224,400.00000000000006,-44.40047791098563,0.13279290268480345
1680.0,2.0,0,399.2534989222152,0.7368546824007915,395.1881238930238,400.00000000000006,-44.40047791098563,0.1327902806161149
1690.0,2.0,0,399.25654997003795,0.7348298849540704,395.1971346637254,400.00000000000006,-44.40047791098563,0.13278774437462906
1700.0,2.0,0,399.2594111699262,0.7328988671839178,395.204014852546,400.00000000000006,-44.40047791098563,0.1327834406313755
1710.0,2.0,0,399.2620797537902,0.7310805213017915,395.20899222005727,400.00000000000006,-44.40047791098563,0.13277820616030653
1720.0,2.0,0,399.2645660952796,0.7293872906277806,395.2117710657775,400.00000000000006,-44.40047791098563,0.13277244618227466
1730.0,2.0,0,399.26690072097745,0.727793559242982,395.21234494927523,400.00000000000006,-44.40047791098563,0.13276896301420593
1740.0,2.0,0,399.26909943448726,0.7262854728612498,395.21157256922436,400.0000000000001,-44.40047791098563,0.13276791293335197
1750.0000000000002,2.0,0,399.27117465473793,0.7248494357335318,395.2099505934591,400.00000000000006,-44.40047791098563,0.13277071332930537
1760.0,2.0,0,399.27313431257954,0.7234827960931085,395.2080173763596,400.00000000000006,-44.40047791098563,0.13277587914254005
1770.0,2.0,0,399.27499249988324,0.722168573504746,395.2059227912055,400.0000000000001,-44.40047791098563,0.13278350810660836
1780.0,2.0,0,399.2768481510423,0.7208875218386743,395.203554688375,400.00000000000006,-44.40047791098563,0.16228166497711285
1790.0,1.0,0,399.23506920196115,0.6597408031486142,395.7161959432494,400.0000000000001,-44.40047791098563,0.13941394040585217
1800.0,0.0,1,399.1019682072803,0.6717934341185656,396.02071887328714,400.00000000000006,-44.40047791098563,0.04647453239776309
